date,net_value
2024-04-22,100000.0
2024-04-23,100000.0
2024-04-24,100000.0
2024-04-25,100000.0
2024-04-26,100000.0
2024-04-29,100000.0
2024-04-30,100000.0
2024-05-06,100000.0
2024-05-14,100000.0
2024-05-15,100000.0
2024-05-16,99975.50341
2024-05-17,96220.00341
2024-05-20,92248.01844500001
2024-05-21,92225.420345
2024-05-22,92225.420345
2024-05-23,95852.200345
2024-05-24,108330.88034500001
2024-05-27,111820.98034500002
2024-05-28,92995.43721500001
2024-05-29,92995.43721500001
2024-05-30,92995.43721500001
2024-05-31,92995.43721500001
2024-06-03,92995.43721500001
2024-06-04,92972.42844500001
2024-06-05,93694.948445
2024-06-06,95738.66844500002
2024-06-07,101395.34844500001
2024-06-11,100610.90844500001
2024-06-12,120306.14844500001
2024-06-13,97812.99717500001
2024-06-14,97812.99717500001
2024-06-17,97789.32867500001
2024-06-18,98649.728675
2024-06-19,95140.02867500001
2024-06-20,92664.11667500001
2024-06-21,92664.11667500001
2024-06-24,92641.09760000001
2024-06-25,89062.69760000001
2024-06-26,87363.14997500001
2024-06-27,87363.14997500001
2024-06-28,87363.14997500001
2024-07-01,87363.14997500001
2024-07-02,87341.69645
2024-07-03,83065.49712500001
2024-07-04,83045.16478500002
2024-07-05,85116.60478500002
2024-07-08,90977.56478500002
2024-07-09,87894.48478500001
2024-07-10,88135.28478500001
2024-07-11,86947.24478500002
2024-07-12,81893.26655500001
2024-07-15,81893.26655500001
2024-07-16,81893.26655500001
2024-07-17,81893.26655500001
2024-07-18,81893.26655500001
2024-07-19,81893.26655500001
2024-07-22,81873.09878500001
2024-07-23,78372.53878500001
2024-07-24,74255.467575
2024-07-25,74255.467575
2024-07-26,74255.467575
2024-07-29,74255.467575
2024-07-30,74255.467575
2024-07-31,74255.467575
2024-08-01,74255.467575
2024-08-02,74237.0771375
2024-08-05,73864.3271375
2024-08-06,62678.2900125
2024-08-07,62678.2900125
2024-08-08,62678.2900125
2024-08-09,62678.2900125
2024-08-12,62678.2900125
2024-08-13,62678.2900125
2024-08-14,62678.2900125
2024-08-15,62678.2900125
2024-08-16,62678.2900125
2024-08-19,62678.2900125
2024-08-20,62678.2900125
2024-08-21,62678.2900125
2024-08-22,62678.2900125
2024-08-23,62678.2900125
2024-08-26,62678.2900125
2024-08-27,62678.2900125
2024-08-28,62678.2900125
2024-08-29,62678.2900125
2024-08-30,62678.2900125
2024-09-02,62678.2900125
2024-09-03,62678.2900125
2024-09-04,62678.2900125
2024-09-05,62678.2900125
2024-09-06,62662.8522525
2024-09-09,60974.8522525
2024-09-10,58307.453212500004
2024-09-11,58307.453212500004
2024-09-12,58307.453212500004
2024-09-13,58307.453212500004
2024-09-18,58307.453212500004
2024-09-19,58307.453212500004
2024-09-20,58307.453212500004
2024-09-23,58307.453212500004
2024-09-24,58307.453212500004
2024-09-25,58293.125692500005
2024-09-26,59320.9656925
2024-09-27,67248.6456925
2024-09-30,77598.4056925
2024-10-08,87343.0456925
2024-10-09,70261.28801250001
2024-10-10,70261.28801250001
2024-10-11,70244.0753625
2024-10-14,72669.87536250002
2024-10-15,80600.97536250002
2024-10-16,78226.77536250002
2024-10-17,80308.47536250002
2024-10-18,82562.37536250001
2024-10-21,81185.97536250002
2024-10-22,81443.97536250002
2024-10-23,78547.46643750003
2024-10-24,78547.46643750003
2024-10-25,78547.46643750003
2024-10-28,78547.46643750003
2024-10-29,78527.92964500003
2024-10-30,78760.79964500002
2024-10-31,77630.08964500003
2024-11-01,76948.00964500003
2024-11-04,74547.40291250002
