date,net_value
2022-04-25,100000.0
2022-04-26,100000.0
2022-04-27,100000.0
2022-04-28,100000.0
2022-04-29,100000.0
2022-05-05,100000.0
2022-05-06,100000.0
2022-05-09,100000.0
2022-05-10,100000.0
2022-05-11,100000.0
2022-05-12,100000.0
2022-05-13,99975.06774
2022-05-16,108828.18774
2022-05-17,118584.42773999998
2022-05-18,129245.90774
2022-05-19,141047.94774
2022-05-20,153912.10774
2022-05-23,168113.98774
2022-05-24,183772.30774
2022-05-25,200884.94774
2022-05-26,219848.34773999997
2022-05-27,240660.38773999998
2022-05-30,263477.94774000003
2022-05-31,288695.34774
2022-06-01,306753.50774
2022-06-10,303054.10774
2022-06-13,308050.94774
2022-06-14,320561.06773999997
2022-06-15,337321.78774
2022-06-16,329768.22774
2022-06-17,361593.66773999995
2022-06-20,396607.58774
2022-06-21,404712.34774
