order_id,order_date,code,order_type,price,quantity,status,filled_price,filled_quantity,fee,reject_reason
21f4345e,2024-05-16,300641,buy,26.4828,3700,filled,26.4828,3700,24.49659,
c88639c9,2024-05-20,300641,sell,24.4126,3700,filled,24.4126,3700,67.74496500000001,
18ed9524,2024-05-21,300641,buy,26.586,3400,filled,26.586,3400,22.5981,
089ac3af,2024-05-28,300641,sell,26.8326,3400,filled,26.8326,3400,68.42313,
c7431680,2024-06-04,300641,buy,25.5653,3600,filled,25.5653,3600,23.008770000000002,
11f6a79e,2024-06-13,300641,sell,26.9301,3600,filled,26.9301,3600,72.71127000000001,
eb4c2ffe,2024-06-17,300641,buy,31.558,3000,filled,31.558,3000,23.6685,
f530d0c8,2024-06-20,300641,sell,29.872,3000,filled,29.872,3000,67.212,
eb31f6dd,2024-06-24,300641,buy,30.6921,3000,filled,30.6921,3000,23.019075,
7a5db914,2024-06-26,300641,sell,28.9545,3000,filled,28.9545,3000,65.147625,
4c4f1ec9,2024-07-02,300641,buy,28.6047,3000,filled,28.6047,3000,21.453525000000003,
6e341b75,2024-07-03,300641,sell,27.1997,3000,filled,27.1997,3000,61.199325,
f6baa007,2024-07-04,300641,buy,29.0462,2800,filled,29.0462,2800,20.332340000000002,
f03ceedb,2024-07-12,300641,sell,28.6563,2800,filled,28.6563,2800,60.17823,
2c1752e9,2024-07-22,300641,buy,28.8111,2800,filled,28.8111,2800,20.16777,
77cabe22,2024-07-24,300641,sell,26.1101,2800,filled,26.1101,2800,54.83121,
16780c73,2024-08-02,300641,buy,29.4247,2500,filled,29.4247,2500,18.3904375,
9750d759,2024-08-06,300641,sell,24.8198,2500,filled,24.8198,2500,46.537125,
bcc030a8,2024-09-06,300641,buy,19.2972,3200,filled,19.2972,3200,15.43776,
3e00f6eb,2024-09-10,300641,sell,17.9496,3200,filled,17.9496,3200,43.079040000000006,
2b9bc64b,2024-09-25,300641,buy,17.9094,3200,filled,17.9094,3200,14.327520000000002,
a9673711,2024-10-09,300641,sell,21.6657,3200,filled,21.6657,3200,51.99768,
1ebb9afa,2024-10-11,300641,buy,22.9502,3000,filled,22.9502,3000,17.212649999999996,
a11d6ad4,2024-10-23,300641,sell,25.7373,3000,filled,25.7373,3000,57.90892500000001,
d42fc321,2024-10-29,300641,buy,26.9473,2900,filled,26.9473,2900,19.5367925,
2f7ecb8a,2024-11-04,300641,sell,25.5939,2900,filled,25.5939,2900,55.666732499999995,
3e28d56c,2024-11-11,300641,buy,27.085,2700,filled,27.085,2700,18.282375000000002,
9c8e8f6f,2024-11-12,300641,sell,26.2821,2700,filled,26.2821,2700,53.2212525,
16e4e17d,2024-11-20,300641,buy,25.4506,2800,filled,25.4506,2800,17.815420000000003,
c5f5864b,2024-11-22,300641,sell,23.7932,2800,filled,23.7932,2800,49.96572,
2eeef986,2024-12-23,300641,buy,25.8807,2600,filled,25.8807,2600,16.822455,
9d611a18,2024-12-27,300641,sell,24.2119,2600,filled,24.2119,2600,47.213205,
c26e8ee1,2025-01-02,300641,buy,25.6283,2400,filled,25.6283,2400,15.37698,
2b195200,2025-01-03,300641,sell,24.556,2400,filled,24.556,2400,44.2008,
64bfb898,2025-01-06,300641,buy,26.1617,2300,filled,26.1617,2300,15.0429775,
d9c6b9d7,2025-01-08,300641,sell,25.5079,2300,filled,25.5079,2300,44.001127499999996,
12480d28,2025-01-14,300641,buy,26.7351,2200,filled,26.7351,2200,14.704305,
5fb1a55a,2025-01-22,300641,sell,27.7444,2200,filled,27.7444,2200,45.77826,
37cadf47,2025-02-13,300641,buy,27.2742,2200,filled,27.2742,2200,15.00081,
80533ddc,2025-02-14,300641,sell,26.3165,2200,filled,26.3165,2200,43.422225000000005,
20229c46,2025-03-13,300641,buy,26.3968,2200,filled,26.3968,2200,14.51824,
62966d4d,2025-03-17,300641,sell,25.852,2200,filled,25.852,2200,42.6558,
6554f464,2025-03-24,300641,buy,27.0219,2100,filled,27.0219,2100,14.1864975,
48ab795a,2025-03-28,300641,sell,25.9954,2100,filled,25.9954,2100,40.942755,
e32c72a9,2025-04-03,300641,buy,27.4118,2000,filled,27.4118,2000,13.7059,
94b30188,2025-04-17,300641,sell,28.0025,2000,filled,28.0025,2000,42.003750000000004,
627ba823,2025-07-01,300641,buy,24.4011,2300,filled,24.4011,2300,14.0306325,
7ce9644e,2025-07-07,300641,sell,23.4377,2300,filled,23.4377,2300,40.430032499999996,
77308fc1,2025-07-30,300641,buy,24.5502,2200,filled,24.5502,2200,13.50261,
af4fe49a,2025-08-04,300641,sell,23.9079,2200,filled,23.9079,2200,39.448035000000004,
ec449732,2025-08-26,300641,buy,25.571,2000,filled,25.571,2000,12.7855,
deb5d5cd,2025-08-29,300641,sell,24.619,2000,filled,24.619,2000,36.9285,
e45ee29a,2025-11-20,300641,buy,21.0062,2400,filled,21.0062,2400,12.60372,
357ede3d,2025-11-21,300641,sell,20.0542,2400,filled,20.0542,2400,36.09756,
d9a02e3a,2026-01-13,300641,buy,20.2951,2300,filled,20.2951,2300,11.6696825,
372e56d0,2026-01-22,300641,sell,21.4764,2300,filled,21.4764,2300,37.04679,
ad8e5b17,2026-01-30,300641,buy,22.004,2300,filled,22.004,2300,12.652300000000002,
1b9b1eba,2026-02-05,300641,sell,20.599,2300,filled,20.599,2300,35.533274999999996,
1a48e65d,2026-02-09,300641,buy,21.7173,2200,filled,21.7173,2200,11.944515,
3c4d419c,2026-02-11,300641,sell,21.1037,2200,filled,21.1037,2200,34.821105,
d1bf5a93,2026-03-06,300641,buy,21.2012,2100,filled,21.2012,2100,11.13063,
3699b6f3,2026-03-20,300641,sell,22.4399,2100,filled,22.4399,2100,35.3428425,
3b4f6b18,2026-04-21,300641,buy,20.6162,2300,filled,20.6162,2300,11.854315,
13fb6c33,2026-04-24,300641,sell,20.1288,2300,filled,20.1288,2300,34.722179999999994,
820866a9,2026-06-10,300641,buy,16.9919,2800,filled,16.9919,2800,11.89433,
291c38a1,2026-06-22,300641,sell,19.0851,2800,filled,19.0851,2800,40.07871,
5ac5ca61,2026-07-02,300641,buy,18.0413,2900,filled,18.0413,2900,13.0799425,
acae792c,2026-07-06,300641,sell,16.9346,2900,filled,16.9346,2900,36.832755,
