date,net_value
2024-09-19,100000.0
2024-09-20,100000.0
2024-09-23,100000.0
2024-09-24,100000.0
2024-09-25,100000.0
2024-09-26,100000.0
2024-09-27,100000.0
2024-09-30,100000.0
2024-10-08,100000.0
2024-10-09,100000.0
2024-10-10,99975.795495
2024-10-11,85223.420065
2024-10-14,85202.679355
2024-10-15,83126.46935500001
2024-10-16,99213.589355
2024-10-17,99122.509355
2024-10-18,105915.32935500001
2024-10-21,104086.369355
2024-10-22,98893.79448
2024-10-23,98893.79448
2024-10-24,98893.79448
2024-10-25,98893.79448
2024-10-28,98869.30423
2024-10-29,102146.30423
2024-10-30,110426.30423
2024-10-31,115978.30423
2024-11-01,93423.26593000001
2024-11-04,93423.26593000001
2024-11-05,93401.20537000001
2024-11-06,89869.52537
2024-11-07,95032.72537000001
2024-11-08,90826.48537000001
2024-11-11,87375.01705
2024-11-12,87375.01705
2024-11-13,87375.01705
2024-11-14,87375.01705
2024-11-15,87375.01705
2024-11-18,87375.01705
2024-11-19,87375.01705
2024-11-20,87375.01705
2024-11-21,87353.262235
2024-11-22,79622.16148249999
2024-11-25,79622.16148249999
2024-11-26,79622.16148249999
2024-11-27,79622.16148249999
2024-11-28,79622.16148249999
2024-11-29,79602.69759499999
2024-12-02,77351.497595
2024-12-03,78984.39759499999
2024-12-04,82237.29759499998
2024-12-05,85842.39759499999
2024-12-06,81412.05406999998
2024-12-09,81412.05406999998
2024-12-10,81412.05406999998
2024-12-11,81412.05406999998
2024-12-12,81412.05406999998
2024-12-13,81412.05406999998
2024-12-16,81412.05406999998
2024-12-17,81412.05406999998
2024-12-18,81412.05406999998
2024-12-19,81412.05406999998
2024-12-20,81412.05406999998
2024-12-23,81412.05406999998
2024-12-24,81412.05406999998
2024-12-25,81412.05406999998
2024-12-26,81412.05406999998
2024-12-27,81412.05406999998
2024-12-30,81412.05406999998
2024-12-31,81412.05406999998
2025-01-02,81412.05406999998
2025-01-03,81412.05406999998
2025-01-06,81412.05406999998
