date,net_value
2024-11-01,100000.0
2024-11-04,100000.0
2024-11-05,100000.0
2024-11-06,99975.59149
2024-11-07,90234.921985
2024-11-08,90234.921985
2024-11-11,90234.921985
2024-11-12,90212.54048499999
2024-11-13,86240.94048499998
2024-11-14,86204.94048499998
2024-11-15,80541.40438499999
2024-11-18,80541.40438499999
2024-11-19,80521.77934499999
2024-11-20,88313.979345
2024-11-21,92031.339345
2024-11-22,83034.61399499999
2024-11-25,83034.61399499999
2024-11-26,83034.61399499999
2024-11-27,83034.61399499999
2024-11-28,83034.61399499999
2024-11-29,83034.61399499999
2024-12-02,83014.1485575
2024-12-03,82437.2485575
2024-12-04,79350.2485575
2024-12-05,79261.14855750001
2024-12-06,78099.24855749999
2024-12-09,75865.4485575
2024-12-10,75735.39855750001
2024-12-11,77831.04855749999
2024-12-12,77384.6485575
2024-12-13,74573.49855749999
2024-12-16,81852.24855749999
2024-12-17,76523.47782
2024-12-18,76504.5965
2024-12-19,75934.6965
2024-12-20,71647.99521
2024-12-23,71647.99521
2024-12-24,71647.99521
2024-12-25,71647.99521
2024-12-26,71647.99521
2024-12-27,71647.99521
2024-12-30,71647.99521
2024-12-31,71647.99521
2025-01-02,71647.99521
2025-01-03,71647.99521
2025-01-06,71647.99521
2025-01-07,71630.111895
2025-01-08,72595.09189499999
2025-01-09,73453.151895
2025-01-10,69004.75218000001
2025-01-13,69004.75218000001
2025-01-14,68987.60034250001
2025-01-15,67333.3603425
2025-01-16,66846.79034250001
2025-01-17,66413.63034250001
2025-01-20,66360.71034250001
2025-01-21,65290.0603425
2025-01-22,63591.720342500004
2025-01-23,66413.63034250001
2025-01-24,65245.9603425
2025-01-27,61308.1601125
2025-02-05,61308.1601125
2025-02-06,61292.8855825
2025-02-07,63999.6155825
2025-02-10,69081.72558250002
2025-02-11,66426.22558249999
2025-02-12,69735.0255825
2025-02-13,71559.56558250001
2025-02-14,67495.72198
2025-02-17,67495.72198
2025-02-18,67495.72198
2025-02-19,67495.72198
2025-02-20,67495.72198
2025-02-21,67495.72198
2025-02-24,67479.16603000001
2025-02-25,66276.76603
2025-02-26,65244.91603000001
2025-02-27,65472.616030000005
2025-02-28,61049.23696750001
2025-03-03,61049.23696750001
2025-03-04,61049.23696750001
2025-03-05,61049.23696750001
2025-03-06,61034.22845750001
2025-03-07,59461.22845750001
2025-03-10,58984.70845750001
2025-03-11,58674.94845750001
2025-03-12,58547.78845750001
2025-03-13,57014.828457500014
2025-03-14,57849.068457500005
2025-03-17,58587.828457500014
2025-03-18,58325.5884575
2025-03-19,57451.74845750001
2025-03-20,56975.22845750001
2025-03-21,55489.788457500006
2025-03-24,54004.34845750001
2025-03-25,54179.02845750001
2025-03-26,53694.58845750001
2025-03-27,53742.54845750001
2025-03-28,52868.708457500004
2025-03-31,51907.30845750001
2025-04-01,52122.02845750001
2025-04-02,52344.22845750001
2025-04-03,52122.02845750001
2025-04-07,47067.49204750001
2025-04-08,47067.49204750001
2025-04-09,47055.77492750001
2025-04-10,48334.574927500005
2025-04-11,48932.574927500005
2025-04-14,50120.29492750001
2025-04-15,49754.5949275
2025-04-16,51216.4749275
2025-04-17,49846.13492750001
2025-04-18,54729.034927500004
2025-04-21,60118.394927500005
2025-04-22,60899.01492750001
2025-04-23,58200.1949275
2025-04-24,55642.59492750001
2025-04-25,54047.77492750001
2025-04-28,52129.574927500005
2025-04-29,51714.6549275
2025-04-30,51764.33492750001
2025-05-06,54454.87492750001
2025-05-07,54413.47492750001
2025-05-08,59753.15492750001
2025-05-09,59478.9949275
2025-05-12,59661.614927500006
2025-05-13,58108.65492750001
2025-05-14,57975.714927500005
2025-05-15,56829.854927500004
2025-05-16,57427.854927500004
2025-05-19,56971.074927500005
2025-05-20,57793.0949275
2025-05-21,56281.9949275
2025-05-22,56149.0549275
2025-05-23,54047.77492750001
2025-05-26,54687.6349275
2025-05-27,53865.15492750001
2025-05-28,52901.9149275
2025-05-29,53956.69492750001
2025-05-30,52445.13492750001
2025-06-03,52495.2749275
2025-06-04,52901.9149275
2025-06-05,53541.3149275
2025-06-06,53043.1349275
2025-06-09,53499.91492750001
2025-06-10,52495.2749275
2025-06-11,52354.05492750001
2025-06-12,52952.0549275
2025-06-13,58158.3349275
2025-06-16,58706.65492750001
2025-06-17,60899.01492750001
2025-06-18,58706.65492750001
2025-06-19,55916.29492750001
2025-06-20,54546.4149275
2025-06-23,55509.65492750001
2025-06-24,55966.434927500006
2025-06-25,56971.074927500005
2025-06-26,56190.4549275
2025-06-27,55966.434927500006
2025-06-30,57245.23492750001
2025-07-01,56514.29492750001
2025-07-02,55551.05492750001
2025-07-03,55642.59492750001
2025-07-04,54637.4949275
2025-07-07,54870.25492750001
2025-07-08,55459.51492750001
2025-07-09,54911.65492750001
2025-07-10,54961.33492750001
2025-07-11,55094.2749275
