order_id,order_date,code,order_type,price,quantity,status,filled_price,filled_quantity,fee,reject_reason
2b9bef79,2021-11-03,002432,buy,6.2017,16100,filled,6.2017,16100,24.9618425,
d63c9a10,2021-12-03,002432,sell,19.0911,16100,filled,19.0911,16100,230.5250325,
9cdb2133,2021-12-09,002432,buy,18.9366,16200,filled,18.9366,16200,76.69323,
8ac412ad,2021-12-23,002432,sell,34.0177,16200,filled,34.0177,16200,413.315055,
9ebaa799,2021-12-24,002432,buy,37.397,14700,filled,37.397,14700,137.433975,
3986b424,2021-12-31,002432,sell,48.0464,14700,filled,48.0464,14700,529.71156,
785b2a71,2022-01-04,002432,buy,50.2671,14000,filled,50.2671,14000,175.93485,
67daa388,2022-01-05,002432,sell,45.2658,14000,filled,45.2658,14000,475.29089999999997,
e2b12cfb,2022-01-07,002432,buy,48.9637,12900,filled,48.9637,12900,157.9079325,
81c2f11e,2022-01-18,002432,sell,72.1646,12900,filled,72.1646,12900,698.192505,
adfe06d5,2022-01-20,002432,buy,75.1866,12400,filled,75.1866,12400,233.07846,
8a11a9c5,2022-01-21,002432,sell,67.6847,12400,filled,67.6847,12400,629.46771,
82ce89f4,2022-01-27,002432,buy,54.3704,15400,filled,54.3704,15400,209.32603999999998,
7618c2f3,2022-02-07,002432,sell,54.2353,15400,filled,54.2353,15400,626.417715,
09fa14b2,2022-02-08,002432,buy,59.6421,14000,filled,59.6421,14000,208.74735,
e28dd7a6,2022-02-11,002432,sell,57.238,14000,filled,57.238,14000,600.999,
beacc507,2022-02-15,002432,buy,55.1525,14500,filled,55.1525,14500,199.92781250000002,
e32fd79a,2022-02-22,002432,sell,66.9123,14500,filled,66.9123,14500,727.6712625,
965f405c,2022-02-25,002432,buy,64.7013,15000,filled,64.7013,15000,242.629875,
afe7bce0,2022-03-01,002432,sell,56.3787,15000,filled,56.3787,15000,634.2603750000001,
ad2101ec,2022-03-09,002432,buy,50.6243,16700,filled,50.6243,16700,211.3564525,
0c33c842,2022-03-22,002432,sell,57.0738,16700,filled,57.0738,16700,714.8493450000001,
313b2151,2022-03-23,002432,buy,59.2752,16000,filled,59.2752,16000,237.1008,
2a91c124,2022-03-31,002432,sell,73.2749,16000,filled,73.2749,16000,879.2988000000003,
2b86d7a2,2022-04-11,002432,buy,65.5702,17900,filled,65.5702,17900,293.426645,
d57db68f,2022-04-15,002432,sell,78.5079,17900,filled,78.5079,17900,1053.9685575000003,
b9856598,2022-04-21,002432,buy,77.4459,18100,filled,77.4459,18100,350.44269749999995,
1d9708b8,2022-04-26,002432,sell,71.1701,18100,filled,71.1701,18100,966.1341075,
b54ddcd2,2022-04-27,002432,buy,74.2597,17300,filled,74.2597,17300,321.17320249999995,
0fbc3b48,2022-05-24,002432,sell,61.5151,17300,filled,61.5151,17300,798.1584225000001,
1d2fa8ae,2022-06-06,002432,buy,58.358,18300,filled,58.358,18300,266.98785,
b1f9687e,2022-06-08,002432,sell,60.2696,18300,filled,60.2696,18300,827.2002599999998,
cdcbe22b,2022-06-09,002432,buy,62.4517,17600,filled,62.4517,17600,274.7874800000001,
324e2686,2022-07-15,002432,sell,57.3056,17600,filled,57.3056,17600,756.43392,
7531acaa,2022-08-30,002432,buy,52.3526,19300,filled,52.3526,19300,252.60129500000002,
73a59d76,2022-08-31,002432,sell,49.3499,19300,filled,49.3499,19300,714.3398025,
7e1b51e8,2022-09-01,002432,buy,52.9608,17900,filled,52.9608,17900,236.99957999999998,
7ed2e7bb,2022-12-01,002432,sell,57.0159,17900,filled,57.0159,17900,765.4384575,
d9d78ff5,2022-12-09,002432,buy,62.7606,16300,filled,62.7606,16300,255.74944499999998,
d36053fd,2022-12-20,002432,sell,58.049,16300,filled,58.049,16300,709.6490249999999,
ad02cbdf,2023-02-01,002432,buy,52.8353,17900,filled,52.8353,17900,236.4379675,
2260df76,2023-05-04,002432,sell,41.7417,17900,filled,41.7417,17900,560.3823225000001,
76cbbea1,2023-06-06,002432,buy,40.3611,18500,filled,40.3611,18500,186.6700875,
4a507fe0,2024-03-25,002432,sell,49.9485,18500,filled,49.9485,18500,693.0354375,
b3e2ce1f,2024-05-07,002432,buy,44.3679,20800,filled,44.3679,20800,230.71308,
5feb18ae,2024-10-09,002432,sell,45.4879,20800,filled,45.4879,20800,709.6112400000001,
bc10c364,2024-10-14,002432,buy,45.2465,20900,filled,45.2465,20900,236.4129625,
f61f062b,2025-04-07,002432,sell,39.5114,20900,filled,39.5114,20900,619.341195,
a8be820d,2025-05-16,002432,buy,41.7707,19700,filled,41.7707,19700,205.72069749999997,
8f3044d6,2025-08-27,002432,sell,42.2052,19700,filled,42.2052,19700,623.58183,
687de4f9,2025-10-14,002432,buy,41.9831,19800,filled,41.9831,19800,207.816345,
b88a9f3b,2026-03-13,002432,sell,57.0159,19800,filled,57.0159,19800,846.6861150000002,
2b639653,2026-03-18,002432,buy,61.4958,18300,filled,61.4958,18300,281.34328500000004,
8e27a080,2026-03-20,002432,sell,63.8227,18300,filled,63.8227,18300,875.9665575,
ea484014,2026-03-25,002432,buy,65.1164,17900,filled,65.1164,17900,291.39589,
6287464f,2026-04-13,002432,sell,86.5795,17900,filled,86.5795,17900,1162.3297874999998,
a66f71f2,2026-04-20,002432,buy,81.1244,19100,filled,81.1244,19100,387.36900999999995,
3d124d0c,2026-04-24,002432,sell,82.3409,19100,filled,82.3409,19100,1179.5333925000002,
3d91f8c2,2026-05-07,002432,buy,79.2127,19800,filled,79.2127,19800,392.102865,
28a793b5,2026-05-15,002432,sell,75.428,19800,filled,75.428,19800,1120.1057999999998,
ce737f18,2026-05-22,002432,buy,80.7286,18500,filled,80.7286,18500,373.369775,
9fa96a5a,2026-05-27,002432,sell,85.2374,18500,filled,85.2374,18500,1182.668925,
fac62298,2026-06-15,002432,buy,69.7283,22600,filled,69.7283,22600,393.964895,
346ea25a,2026-06-17,002432,sell,69.5738,22600,filled,69.5738,22600,1179.2759100000003,
3f1b4e8b,2026-06-18,002432,buy,76.0234,20700,filled,76.0234,20700,393.421095,
877c86ae,2026-06-26,002432,sell,69.2552,20700,filled,69.2552,20700,1075.18698,
c1a94921,2026-06-30,002432,buy,73.291,19500,filled,73.291,19500,357.293625,
014d9a51,2026-07-07,002432,sell,62.7381,19500,filled,62.7381,19500,917.5447125,
4831c30d,2026-07-14,002432,buy,63.8484,19200,filled,63.8484,19200,306.47232,
