order_id,order_date,code,order_type,price,quantity,status,filled_price,filled_quantity,fee,reject_reason
9fbba29f,2024-09-18,300489,buy,19.25,5100,filled,19.25,5100,24.54375,
6c7e7a6e,2024-11-01,300489,sell,80.2677,5100,filled,80.2677,5100,307.0239525,
a40fcb91,2024-11-08,300489,buy,88.5362,4600,filled,88.5362,4600,101.81662999999999,
678f1b0f,2024-11-11,300489,sell,84.9897,4600,filled,84.9897,4600,293.214465,
7b8863b3,2024-11-19,300489,buy,72.2981,5400,filled,72.2981,5400,97.60243500000001,
926bda05,2024-11-21,300489,sell,72.2283,5400,filled,72.2283,5400,292.52461500000004,
9f6bd4e7,2025-01-14,300489,buy,52.872,7400,filled,52.872,7400,97.8132,
2359cc0f,2025-01-17,300489,sell,51.9655,7400,filled,51.9655,7400,288.40852500000005,
6097c112,2025-02-07,300489,buy,53.9878,7100,filled,53.9878,7100,95.828345,
6cc27052,2025-02-14,300489,sell,53.2904,7100,filled,53.2904,7100,283.77137999999997,
e28789d9,2025-03-04,300489,buy,54.7449,6900,filled,54.7449,6900,94.4349525,
4047e318,2025-03-13,300489,sell,54.3863,6900,filled,54.3863,6900,281.4491025,
669739e9,2025-04-11,300489,buy,46.0978,8100,filled,46.0978,8100,93.348045,
7bdc2eeb,2025-04-14,300489,sell,44.5039,8100,filled,44.5039,8100,270.3611925,
e535881e,2025-05-06,300489,buy,44.9821,8100,filled,44.9821,8100,91.0887525,
3b800e30,2025-05-09,300489,sell,45.0518,8100,filled,45.0518,8100,273.689685,
c49908ab,2025-05-19,300489,buy,53.2904,6800,filled,53.2904,6800,90.59367999999999,
95bc6325,2025-05-22,300489,sell,49.1362,6800,filled,49.1362,6800,250.59462000000002,
3665b880,2025-07-29,300489,buy,43.6073,7700,filled,43.6073,7700,83.94405250000001,
c8f4a182,2025-07-31,300489,sell,40.7581,7700,filled,40.7581,7700,235.37802750000003,
74734344,2025-08-19,300489,buy,43.8065,7100,filled,43.8065,7100,77.75653750000001,
0e9a91ae,2025-08-27,300489,sell,46.0978,7100,filled,46.0978,7100,245.47078499999998,
9ddb305e,2025-09-08,300489,buy,47.6519,6900,filled,47.6519,6900,82.1995275,
df285b10,2025-09-12,300489,sell,48.1201,6900,filled,48.1201,6900,249.0215175,
718866d8,2025-11-25,300489,buy,41.9137,7900,filled,41.9137,7900,82.7795575,
ca5c0ec7,2025-12-02,300489,sell,40.5489,7900,filled,40.5489,7900,240.25223250000002,
266f40ac,2025-12-10,300489,buy,41.316,7700,filled,41.316,7700,79.53330000000001,
eb47ef5c,2025-12-16,300489,sell,42.3122,7700,filled,42.3122,7700,244.352955,
35fbb8b1,2025-12-22,300489,buy,44.733,7300,filled,44.733,7300,81.63772499999999,
00558487,2026-01-09,300489,sell,48.7975,7300,filled,48.7975,7300,267.1663125,
58619e7e,2026-01-23,300489,buy,46.2472,7700,filled,46.2472,7700,89.02586000000001,
52ab5aba,2026-01-28,300489,sell,44.7828,7700,filled,44.7828,7700,258.62067,
9a8915ab,2026-03-05,300489,buy,43.9062,7800,filled,43.9062,7800,85.61709,
35e1f794,2026-03-12,300489,sell,44.7629,7800,filled,44.7629,7800,261.86296500000003,
8b5841de,2026-03-24,300489,buy,44.9024,7800,filled,44.9024,7800,87.55968,
3b5df766,2026-05-15,300489,sell,119.9566,7800,filled,119.9566,7800,701.74611,
c17be328,2026-05-18,300489,buy,127.3285,7300,filled,127.3285,7300,232.3745125,
0a947e51,2026-05-21,300489,sell,128.4941,7300,filled,128.4941,7300,703.5051975000001,
6276a951,2026-05-22,300489,buy,134.561,7000,filled,134.561,7000,235.48175,
5eee543c,2026-05-25,300489,sell,122.8057,7000,filled,122.8057,7000,644.729925,
b2c5a20e,2026-05-28,300489,buy,139.5619,6100,filled,139.5619,6100,212.83189750000003,
4224a246,2026-06-03,300489,sell,135.0591,6100,filled,135.0591,6100,617.8953825,
a7024f68,2026-06-08,300489,buy,137.2109,6000,filled,137.2109,6000,205.81635,
6e226089,2026-07-02,300489,sell,287.9768,6000,filled,287.9768,6000,1295.8956,
adcc67e9,2026-07-14,300489,buy,262.0755,6600,filled,262.0755,6600,432.42457499999995,
