date,net_value
2024-03-18,100000.0
2024-03-19,100000.0
2024-03-20,100000.0
2024-03-21,100000.0
2024-03-22,100000.0
2024-03-25,100000.0
2024-03-26,100000.0
2024-03-27,100000.0
2024-03-28,100000.0
2024-03-29,100000.0
2024-04-01,99975.04165
2024-04-02,104199.70165
2024-04-03,102630.16165000001
2024-04-08,98453.81218000001
2024-04-09,98429.24811750001
2024-04-10,107302.65811750002
2024-04-11,127320.06811750002
2024-04-12,151450.8081175
2024-04-15,167575.7781175
2024-04-16,189109.56811750002
2024-04-17,201877.40811750002
2024-04-18,230012.0281175
2024-04-19,247868.2981175
2024-04-22,265288.7581175
2024-04-23,244188.78811750002
2024-04-24,261935.60811750003
2024-04-25,252196.54811750003
2024-04-26,273620.8881175
2024-04-29,326968.80811750004
2024-04-30,372959.69811750005
2024-05-06,446110.10811749997
2024-05-14,429987.1281175
2024-05-15,514607.8981175
